Zip Code,Number of Households,Median income (dollars),Number!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!White,Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!White,Number!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Black or African American,Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Black or African American,Number!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!American Indian and Alaska Native,Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!American Indian and Alaska Native,Number!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Asian,Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Asian,Number!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Native Hawaiian and Other Pacific Islander,Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Native Hawaiian and Other Pacific Islander,Number!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Some other race,Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Some other race,Number!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!Two or more races,Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!Two or more races,Number!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!Hispanic or Latino origin (of any race),Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!Hispanic or Latino origin (of any race),Number!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!White alone-not Hispanic or Latino,Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!White alone-not Hispanic or Latino,Number!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Number!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Number!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Number!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Number!!FAMILIES!!Families,Median income (dollars)!!FAMILIES!!Families,Number!!FAMILIES!!Families!!With own children of householder under 18 years,Median income (dollars)!!FAMILIES!!Families!!With own children of householder under 18 years,Number!!FAMILIES!!Families!!With no own children of householder under 18 years,Median income (dollars)!!FAMILIES!!Families!!With no own children of householder under 18 years,Number!!FAMILIES!!Families!!Married-couple families,Median income (dollars)!!FAMILIES!!Families!!Married-couple families,Number!!FAMILIES!!Families!!Married-couple families!!With own children under 18 years,Median income (dollars)!!FAMILIES!!Families!!Married-couple families!!With own children under 18 years,Number!!FAMILIES!!Families!!Female householder-no spouse present,Median income (dollars)!!FAMILIES!!Families!!Female householder-no spouse present,Number!!FAMILIES!!Families!!Female householder-no spouse present!!With own children under 18 years,Median income (dollars)!!FAMILIES!!Families!!Female householder-no spouse present!!With own children under 18 years,Number!!FAMILIES!!Families!!Male householder-no spouse present,Median income (dollars)!!FAMILIES!!Families!!Male householder-no spouse present,Number!!FAMILIES!!Families!!Male householder-no spouse present!!With own children under 18 years,Median income (dollars)!!FAMILIES!!Families!!Male householder-no spouse present!!With own children under 18 years,Number!!FAMILY INCOME BY FAMILY SIZE!!2-person families,Median income (dollars)!!FAMILY INCOME BY FAMILY SIZE!!2-person families,Number!!FAMILY INCOME BY FAMILY SIZE!!3-person families,Median income (dollars)!!FAMILY INCOME BY FAMILY SIZE!!3-person families,Number!!FAMILY INCOME BY FAMILY SIZE!!4-person families,Median income (dollars)!!FAMILY INCOME BY FAMILY SIZE!!4-person families,Number!!FAMILY INCOME BY FAMILY SIZE!!5-person families,Median income (dollars)!!FAMILY INCOME BY FAMILY SIZE!!5-person families,Number!!FAMILY INCOME BY FAMILY SIZE!!6-person families,Median income (dollars)!!FAMILY INCOME BY FAMILY SIZE!!6-person families,Number!!FAMILY INCOME BY FAMILY SIZE!!7-or-more person families,Median income (dollars)!!FAMILY INCOME BY FAMILY SIZE!!7-or-more person families,Number!!FAMILY INCOME BY NUMBER OF EARNERS!!No earners,Median income (dollars)!!FAMILY INCOME BY NUMBER OF EARNERS!!No earners,Number!!FAMILY INCOME BY NUMBER OF EARNERS!!1 earner,Median income (dollars)!!FAMILY INCOME BY NUMBER OF EARNERS!!1 earner,Number!!FAMILY INCOME BY NUMBER OF EARNERS!!2 earners,Median income (dollars)!!FAMILY INCOME BY NUMBER OF EARNERS!!2 earners,Number!!FAMILY INCOME BY NUMBER OF EARNERS!!3 or more earners,Median income (dollars)!!FAMILY INCOME BY NUMBER OF EARNERS!!3 or more earners,Number!!NONFAMILY HOUSEHOLDS!!Nonfamily households,Median income (dollars)!!NONFAMILY HOUSEHOLDS!!Nonfamily households,Number!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder,Median income (dollars)!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder,Number!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone,Median income (dollars)!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone,Number!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone,Median income (dollars)!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone,Number!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder,Median income (dollars)!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder,Number!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone,Median income (dollars)!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone,Number!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone,Median income (dollars)!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone
10019,27340,101651,19076,105267,1103,40179,152,-1,4576,154196,29,-1,1365,35917,1039,-1,4555,43607,16682,112995,1051,-1,12540,153993,7872,100047,5877,37243,8366,182763,1939,193533,6427,182445,6611,206849,1333,250000,1271,-1,447,17590,484,-1,159,-1,6004,-1,1421,-1,784,71820,154,81852,3,50530,0,-1,1023,-1,2536,-1,4519,55659,288,-1,18974,50913,8256,-1,7268,-1,988,18293,10718,55227,8452,-1,2266,23463
10020,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10021,22084,130968,19040,131669,16,-1,0,-1,2260,157625,0,-1,427,60923,341,103831,1023,64544,18480,132452,595,130081,8706,151354,5946,151339,6837,106046,10198,241572,4058,250000,6140,-1,9540,17309,3898,-1,435,250000,144,-1,223,32315,16,-1,5438,-1,2178,-1,2009,228228,421,250000,142,-1,10,250000,1297,250000,2829,-1,5573,-1,499,-1,11886,-1,7662,87195,6819,-1,843,250000,4224,-1,3764,-1,460,-1
10022,17977,138661,15546,135110,97,250000,26,-1,1893,-1,0,-1,132,-1,283,-1,1561,132250,14188,109716,422,137088,6321,67903,5223,159129,6011,191194,7414,126094,2136,250000,5278,-1,6568,250000,1910,214625,691,250000,160,250000,155,250000,66,67105,5045,-1,1664,137050,611,212679,86,196964,8,250000,0,-1,1113,250000,2456,-1,3753,-1,92,-1,10563,-1,5435,177361,4876,250000,559,250000,5128,250000,4255,102386,873,91765
10023,33770,137347,27522,144384,1537,53607,29,-1,3272,166146,0,-1,660,66907,750,68450,2224,104076,26014,144086,550,51734,12407,161664,10224,151569,10589,87928,13670,212500,5219,210991,8451,213911,11500,239491,4534,232083,1544,54074,515,-1,626,-1,170,-1,8171,202747,2737,213254,2129,250000,471,-1,112,62656,50,-1,1323,-1,4751,-1,7126,31145,470,-1,20100,250000,12463,103707,11319,92551,1144,84940,7637,210208,6346,118098,1291,109881
10024,28850,137126,25124,148327,733,39432,80,55000,1977,136801,0,-1,538,80983,398,-1,2305,98606,23589,155027,282,-1,10635,161629,9325,170318,8608,75138,14111,228250,5221,250000,8890,-1,11769,37978,4327,-1,1515,250000,738,-1,827,28409,156,-1,7827,-1,2537,-1,2648,211155,826,181215,152,250000,121,-1,1197,-1,3945,-1,8246,-1,723,-1,14739,44645,9982,-1,8551,184050,1431,94761,4757,89318,3744,77380,1013,170703
10025,40188,99067,26976,118841,4296,28463,0,-1,3480,87852,0,-1,2739,26894,2697,123632,9220,36139,23166,139228,1288,39803,12387,121304,13655,123279,12858,69248,19242,136396,7102,220221,12140,121895,14548,192973,5427,250000,3462,-1,1332,9153,1232,-1,343,-1,10897,-1,3750,-1,2957,35235,1354,72975,63,250000,221,250000,2688,250000,5406,-1,9854,19779,1294,93902,20946,232826,12200,222955,9618,70662,2582,66361,8746,55000,6528,114706,2218,75567
10026,15362,64716,4149,139440,7827,47438,43,-1,1111,52773,0,-1,1310,47643,922,-1,2800,47750,3521,154645,427,-1,5928,87304,5842,66509,3165,26108,7731,78646,3299,81162,4432,76557,3725,148952,1788,192872,3345,41070,1275,31826,661,81503,236,81184,3348,68136,2093,76660,1468,116048,588,62917,147,85474,87,113884,926,11623,2842,55430,3238,149384,725,113348,7631,49065,4185,38758,3423,30239,762,118553,3446,64700,2541,41931,905,101806
10027,23835,57010,7510,104805,10033,40397,94,-1,1665,80276,0,-1,3247,31979,1286,60188,5242,39066,6636,115488,718,27500,10185,77935,7606,57415,5326,30303,11788,62627,4825,62913,6963,62416,5580,119212,2372,146905,5150,36321,2189,31354,1058,70482,264,-1,5718,60880,2944,49444,1958,70000,818,67143,269,41375,81,104082,1956,12159,4695,46528,4643,128301,494,108625,12047,49483,5805,37192,4521,27188,1284,78389,6242,56479,4452,40480,1790,115645
10028,24974,131013,21734,137789,408,58714,0,-1,2331,109487,0,-1,249,59310,252,154444,1607,86367,20817,138162,498,-1,10488,138871,6817,187948,7171,95486,10680,236888,4327,250000,6353,-1,9686,27012,3962,-1,779,250000,269,118456,215,175250,96,-1,5647,-1,2196,216682,2197,221593,591,250000,0,-1,49,250000,1089,-1,2838,-1,6188,193771,565,168893,14294,250000,8900,250000,7900,250000,1000,96364,5394,92095,3715,85544,1679,161042
10029,31485,33801,10385,56902,9965,24699,168,-1,3023,49934,59,-1,6340,19205,1545,36317,13486,23048,5430,94508,844,37391,10831,53311,11615,34629,8195,17263,16356,37079,6438,34944,9918,40603,6399,66544,2386,70889,7902,23361,3399,19180,2055,37015,653,35256,7891,34285,4717,39598,2097,42952,1100,33885,343,-1,208,58442,4301,10032,6303,37236,4971,87485,781,97560,15129,26179,8769,17107,7950,15235,819,92986,6360,45239,5416,35375,944,100714
10030,12817,45555,2287,71302,7984,40922,39,-1,502,77805,0,-1,1048,25570,957,42605,2786,32464,1483,93728,276,-1,5152,61458,4830,44000,2559,19984,6052,55077,2628,38967,3424,64610,2264,84872,906,104375,3253,35719,1534,25991,535,56309,188,-1,2603,51094,1902,48426,777,67873,577,60130,161,-1,32,-1,932,12429,2209,37266,2414,91994,497,107631,6765,33132,4308,31689,3721,27083,587,93650,2457,39705,1827,31349,630,81679
10031,21863,55721,7461,84508,6787,42373,101,55337,701,84718,16,-1,3849,40994,2948,45889,9469,42574,5282,105226,935,55460,8686,84557,7634,52018,4608,22988,10914,55013,3875,56121,7039,54588,5441,79702,2109,84518,4081,37724,1399,22967,1392,46551,367,41688,4838,44353,2542,58955,1862,77177,945,46014,429,56128,298,72346,969,14378,4019,29568,4507,79057,1419,106450,10949,51957,5630,45637,3994,27697,1636,100746,5319,56677,3217,40319,2102,100245
10032,21814,53690,6487,64450,4919,44025,187,-1,1010,78088,39,-1,6797,50206,2375,54010,11858,45924,4389,75365,514,60000,7551,67483,7438,61515,6311,26115,10190,56750,3064,52444,7126,61101,4343,76039,1459,75497,4545,45158,1307,29219,1302,66815,298,44434,4308,47813,2878,60700,1512,68750,808,62074,251,106536,433,115815,1237,11370,3148,39956,3782,70317,2023,99947,11624,43956,5911,37166,4324,23144,1587,88721,5713,46426,4059,42890,1654,93776
10033,19689,66902,9201,87126,1765,62526,159,-1,834,50379,0,-1,5147,52180,2583,63781,11290,50521,6311,104056,505,44219,7112,85983,7439,63729,4633,37460,11633,70861,4040,84088,7593,64484,5816,91149,2344,115929,4187,52282,1328,58534,1630,74866,368,78947,4750,64866,2890,65236,2429,76118,855,106250,375,77298,334,119129,1282,17098,3772,50521,4796,99761,1783,97101,8056,56389,4700,52868,3522,32853,1178,84483,3356,61475,2094,44643,1262,95069
10034,15774,63556,6860,80315,2229,48518,40,-1,512,79097,44,-1,5019,51261,1070,65097,9510,50030,4417,92067,314,55345,6040,74027,6103,64576,3317,30123,9032,63608,3856,56925,5176,67357,4774,92589,2106,89837,3449,43423,1635,37972,809,56541,115,53523,3975,60938,2095,61513,1547,77859,1035,84213,250,60357,130,-1,885,18010,2995,34894,3945,98162,1207,87304,6742,53452,3645,37346,3075,26298,570,108396,3097,75922,2358,66323,739,100540
10035,14740,28408,3071,65699,6150,18838,72,68716,498,83026,0,-1,4008,23976,941,-1,6348,22433,1911,103407,392,57813,5426,49422,5169,35381,3753,13030,6473,41163,3208,35291,3265,43540,2506,71207,1240,80952,3311,29220,1721,19283,656,44375,247,-1,2795,33553,1788,42222,968,-1,676,47076,223,-1,23,-1,1450,8257,2771,37904,1741,92212,511,98274,8267,15947,4783,15180,4322,14134,461,79974,3484,16538,2907,11719,577,83015
10036,17437,97720,11176,97380,1234,83182,18,-1,3292,110764,13,-1,679,-1,1025,120118,2545,31693,9669,104040,999,68032,8251,139849,5213,95991,2974,24338,4708,131630,1443,104673,3265,148176,3180,177159,896,174866,1188,61122,452,76400,340,-1,95,-1,3401,141016,824,178000,287,103641,187,-1,0,-1,9,-1,724,18863,1148,82826,2679,201328,157,83345,12729,95263,4840,76033,4009,59069,831,140035,7889,97358,6345,89044,1544,199242
10037,9797,50686,1206,88864,6880,43529,52,62593,401,64313,8,-1,845,-1,405,97574,1817,33364,791,104567,112,39392,3345,68281,3550,52188,2790,28033,3947,57520,1711,50911,2236,74481,1504,81716,565,64588,2197,42604,1106,28167,246,-1,40,-1,2307,59581,722,54510,595,31868,219,-1,51,-1,53,-1,838,-1,1773,54138,1190,91111,146,124355,5850,40086,3374,39754,3072,31424,302,108906,2476,41447,2182,36581,294,127212
10038,10800,95640,5681,168525,787,29493,67,16165,3327,30878,0,-1,397,61131,541,-1,1203,40898,5149,190138,491,82639,4940,167500,3117,103866,2252,21530,4735,94174,1697,152768,3038,87601,3177,160893,1157,247935,1280,41031,502,-1,278,90318,38,-1,2456,85556,1116,142115,551,87063,536,250000,50,-1,26,-1,852,-1,1486,-1,2259,16371,138,-1,6065,89134,2924,-1,2247,-1,677,24206,3141,87456,2074,-1,1067,-1
10039,11490,41363,1881,81858,7068,40551,67,-1,268,43375,0,-1,1479,32958,727,-1,3100,33989,1284,90569,365,-1,4184,54360,4613,42259,2328,28616,6157,40125,2886,33628,3271,50548,1846,52000,1032,42031,3656,35759,1775,18956,655,52728,79,-1,3156,41444,1552,38125,773,34777,236,97900,418,34420,22,-1,1072,18477,3223,34907,1664,73194,198,119800,5333,41925,2606,27679,2428,26260,178,74783,2727,59536,1896,36964,831,94671
10040,16100,53199,6823,72473,1309,43271,103,-1,644,73250,0,-1,5600,37301,1621,58495,9474,39178,4946,78777,261,53281,5742,73750,5658,57500,4439,25693,9211,64375,3448,65595,5763,63848,4795,81697,1877,99081,3340,40909,1322,35110,1076,40347,249,38818,3658,58676,2514,57149,1631,73173,660,76765,434,-1,314,82458,881,19536,2844,33584,4096,85258,1390,82063,6889,39948,4108,30966,3511,21926,597,80972,2781,53574,1882,41214,899,63625
10044,5047,112658,2612,107540,511,122599,0,-1,1643,127355,0,-1,89,-1,192,-1,357,78931,2394,109488,169,-1,2107,139461,1533,152649,1238,49455,2735,139272,1134,166603,1601,114300,2268,148207,1007,194526,381,75724,122,52426,86,-1,5,-1,1412,112083,724,154405,268,217258,309,215974,22,-1,0,-1,196,44663,1332,90147,1174,194224,33,250000,2312,-1,1600,-1,1231,-1,369,42233,712,-1,388,-1,324,57762
10065,15708,153002,13575,153285,197,100898,8,-1,1762,160547,0,-1,37,-1,129,250000,947,250000,12736,-1,409,12991,6671,-1,4224,36006,4404,-1,6518,34965,2858,21696,3660,250000,5526,233438,2421,250000,666,250000,298,250000,326,113214,139,175000,3517,250000,1426,250000,1283,-1,260,-1,8,250000,24,250000,637,-1,2160,250000,3542,-1,179,-1,9190,131477,5852,187794,4764,250000,1088,250000,3338,250000,2610,119755,728,100326
10069,3106,130556,1694,132346,280,-1,0,-1,776,196000,0,-1,236,-1,120,250000,367,250000,1667,-1,94,131929,1481,2000,1060,2000,471,65205,1757,-1,1216,-1,541,98295,1199,-1,684,98034,498,-1,472,250000,60,-1,60,-1,605,-1,826,-1,318,131806,8,-1,0,250000,0,-1,391,-1,801,-1,565,-1,0,-1,1349,138650,766,250000,730,250000,36,-1,583,-1,524,-1,59,18689
10075,12075,123854,10712,120986,67,-1,0,-1,735,-1,0,-1,210,148853,351,172837,1777,-1,9288,122284,337,-1,4507,131856,2966,137750,4265,105770,5264,148750,2044,174881,3220,146219,4240,182851,1351,250000,720,-1,405,1088,304,-1,288,-1,3595,-1,547,-1,906,46544,201,250000,15,250000,0,-1,710,-1,2148,-1,2148,-1,258,27852,6811,-1,4209,174563,3748,92476,461,81449,2602,80662,2227,130850,375,125957
10103,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10110,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10111,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10112,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10115,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10119,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10128,29698,117926,23823,124051,1347,58042,13,-1,2559,161970,0,-1,1034,74485,922,99552,3464,68717,21785,128112,729,81382,11282,147304,9694,130127,7993,66250,13515,184922,4828,240885,8687,161238,10607,237858,3795,250000,2199,-1,735,13875,709,-1,298,-1,7761,-1,2991,-1,2200,60378,464,250000,92,238070,7,250000,1558,250000,3840,-1,7662,-1,455,45020,16183,-1,10363,105733,8626,-1,1737,-1,5820,13733,4680,13700,1140,-1
10152,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10153,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10154,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10162,622,96555,594,96982,0,-1,0,-1,28,-1,0,-1,0,-1,0,-1,56,-1,538,103333,0,-1,266,-1,65,111761,291,-1,390,-1,164,-1,226,-1,351,-1,125,250000,39,-1,39,-1,0,-1,0,-1,248,-1,40,-1,102,-1,0,-1,0,-1,0,-1,159,-1,62,-1,169,-1,0,-1,232,-1,168,-1,168,-1,0,81150,64,-1,64,-1,0,-1
10165,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10167,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10168,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10169,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10170,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10171,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10172,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10173,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10174,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10177,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
